[2025-01-21 19:50:58,405][INFO] Running PROJECT: CRC-KR, P LEARNING RATE: 0.0001, OPTIMIZER: ADAMW, NUM EPOCHS: 80, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.25
[2025-01-21 19:50:58,407][INFO] params["in_chans"]=[200, 16]python run_model0.py --proj CRC-KR --num_epochs 80 --plr 1e-4  --smoothing 0.25
[2025-01-21 19:50:58,407][INFO] params["dims"]=[512, 512]  温度参数为0.6
[2025-01-21 19:50:58,407][INFO] params["out_chans"]=[16, 8]
[2025-01-21 19:50:58,407][INFO] params["heads"]=[8, 4]
[2025-01-21 21:38:32,033][INFO] Epoch[51/80], loss:0.4343, CE loss:0.4343
[2025-01-21 21:38:32,033][INFO] Epoch[51/80], train B-acc: 0.9394(0.8810-0.9833), test B-acc: 0.6789(0.5811-0.7729)
[2025-01-21 21:38:32,033][INFO] Epoch[51/80], train AUC: 0.9961(0.9902-0.9992), test AUC: 0.7730(0.6795-0.8640)
[2025-01-21 21:40:36,291][INFO] Epoch[52/80], loss:0.4336, CE loss:0.4336
[2025-01-21 21:40:36,291][INFO] Epoch[52/80], train B-acc: 0.9375(0.8795-0.9839), test B-acc: 0.6918(0.5940-0.7879)
[2025-01-21 21:40:36,291][INFO] Epoch[52/80], train AUC: 0.9967(0.9913-0.9993), test AUC: 0.7685(0.6636-0.8579)
[2025-01-21 21:42:44,545][INFO] Epoch[53/80], loss:0.4318, CE loss:0.4318
[2025-01-21 21:42:44,546][INFO] Epoch[53/80], train B-acc: 0.9483(0.8921-0.9857), test B-acc: 0.7069(0.6083-0.8069)
[2025-01-21 21:42:44,556][INFO] Epoch[53/80], train AUC: 0.9972(0.9924-0.9996), test AUC: 0.7696(0.6712-0.8593)
[2025-01-21 21:44:50,385][INFO] Epoch[54/80], loss:0.4313, CE loss:0.4313
[2025-01-21 21:44:50,386][INFO] Epoch[54/80], train B-acc: 0.9540(0.9067-0.9889), test B-acc: 0.7091(0.6071-0.8013)
[2025-01-21 21:44:50,386][INFO] Epoch[54/80], train AUC: 0.9971(0.9928-0.9996), test AUC: 0.7737(0.6746-0.8645)
[2025-01-21 21:47:02,855][INFO] Epoch[55/80], loss:0.4304, CE loss:0.4304
[2025-01-21 21:47:02,855][INFO] Epoch[55/80], train B-acc: 0.9590(0.9109-0.9958), test B-acc: 0.7033(0.6064-0.7982)
[2025-01-21 21:47:02,855][INFO] Epoch[55/80], train AUC: 0.9976(0.9932-0.9998), test AUC: 0.7638(0.6667-0.8556)
[2025-01-21 21:49:20,316][INFO] Epoch[56/80], loss:0.4294, CE loss:0.4294
[2025-01-21 21:49:20,317][INFO] Epoch[56/80], train B-acc: 0.9584(0.9115-0.9939), test B-acc: 0.7024(0.5944-0.7931)
[2025-01-21 21:49:20,317][INFO] Epoch[56/80], train AUC: 0.9980(0.9938-0.9999), test AUC: 0.7651(0.6531-0.8553)
[2025-01-21 21:51:23,466][INFO] Epoch[57/80], loss:0.4291, CE loss:0.4291
[2025-01-21 21:51:23,466][INFO] Epoch[57/80], train B-acc: 0.9592(0.9125-0.9936), test B-acc: 0.6900(0.5857-0.7777)
[2025-01-21 21:51:23,466][INFO] Epoch[57/80], train AUC: 0.9983(0.9948-0.9999), test AUC: 0.7639(0.6660-0.8554)
[2025-01-21 21:53:35,602][INFO] Epoch[58/80], loss:0.4279, CE loss:0.4279
[2025-01-21 21:53:35,602][INFO] Epoch[58/80], train B-acc: 0.9701(0.9291-0.9979), test B-acc: 0.6984(0.6113-0.7970)
[2025-01-21 21:53:35,602][INFO] Epoch[58/80], train AUC: 0.9985(0.9954-1.0000), test AUC: 0.7608(0.6552-0.8539)
[2025-01-21 21:55:45,665][INFO] Epoch[59/80], loss:0.4273, CE loss:0.4273
[2025-01-21 21:55:45,665][INFO] Epoch[59/80], train B-acc: 0.9735(0.9348-0.9979), test B-acc: 0.6888(0.5912-0.7808)
[2025-01-21 21:55:45,666][INFO] Epoch[59/80], train AUC: 0.9992(0.9969-1.0000), test AUC: 0.7652(0.6593-0.8505)
[2025-01-21 21:58:00,493][INFO] Epoch[60/80], loss:0.4262, CE loss:0.4262
[2025-01-21 21:58:00,493][INFO] Epoch[60/80], train B-acc: 0.9756(0.9374-1.0000), test B-acc: 0.6868(0.5882-0.7850)
[2025-01-21 21:58:00,493][INFO] Epoch[60/80], train AUC: 0.9992(0.9969-1.0000), test AUC: 0.7599(0.6485-0.8527)
[2025-01-21 22:00:07,600][INFO] Epoch[61/80], loss:0.4259, CE loss:0.4259
[2025-01-21 22:00:07,601][INFO] Epoch[61/80], train B-acc: 0.9852(0.9586-1.0000), test B-acc: 0.6737(0.5640-0.7776)
[2025-01-21 22:00:07,601][INFO] Epoch[61/80], train AUC: 0.9995(0.9976-1.0000), test AUC: 0.7572(0.6532-0.8541)
[2025-01-21 22:02:12,092][INFO] Epoch[62/80], loss:0.4250, CE loss:0.4250
[2025-01-21 22:02:12,093][INFO] Epoch[62/80], train B-acc: 0.9750(0.9355-1.0000), test B-acc: 0.6888(0.5924-0.7867)
[2025-01-21 22:02:12,093][INFO] Epoch[62/80], train AUC: 0.9995(0.9978-1.0000), test AUC: 0.7584(0.6507-0.8541)
[2025-01-21 22:04:07,262][INFO] Epoch[63/80], loss:0.4244, CE loss:0.4244
[2025-01-21 22:04:07,263][INFO] Epoch[63/80], train B-acc: 0.9756(0.9340-1.0000), test B-acc: 0.6700(0.5751-0.7665)
[2025-01-21 22:04:07,263][INFO] Epoch[63/80], train AUC: 0.9996(0.9980-1.0000), test AUC: 0.7554(0.6521-0.8461)
[2025-01-21 22:06:02,103][INFO] Epoch[64/80], loss:0.4237, CE loss:0.4237
[2025-01-21 22:06:02,104][INFO] Epoch[64/80], train B-acc: 0.9744(0.9335-1.0000), test B-acc: 0.6884(0.5850-0.7772)
[2025-01-21 22:06:02,104][INFO] Epoch[64/80], train AUC: 0.9996(0.9981-1.0000), test AUC: 0.7561(0.6530-0.8433)
[2025-01-21 22:08:00,069][INFO] Epoch[65/80], loss:0.4233, CE loss:0.4233
[2025-01-21 22:08:00,069][INFO] Epoch[65/80], train B-acc: 0.9917(0.9827-0.9979), test B-acc: 0.6819(0.5881-0.7787)
[2025-01-21 22:08:00,069][INFO] Epoch[65/80], train AUC: 0.9996(0.9980-1.0000), test AUC: 0.7548(0.6423-0.8525)
[2025-01-21 22:09:59,167][INFO] Epoch[66/80], loss:0.4222, CE loss:0.4222
[2025-01-21 22:09:59,169][INFO] Epoch[66/80], train B-acc: 0.9752(0.9312-1.0000), test B-acc: 0.6726(0.5657-0.7645)
