[2025-02-08 12:50:11,884][INFO] Running PROJECT: CRC-KR, P LEARNING RATE: 0.0001, OPTIMIZER: ADAMW, NUM EPOCHS: 40, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.5
[2025-02-08 12:50:11,884][INFO] params["in_chans"]=[200, 16]
[2025-02-08 12:50:11,884][INFO] params["dims"]=[512, 512]
[2025-02-08 12:50:11,884][INFO] params["out_chans"]=[16, 8]
[2025-02-08 12:50:11,884][INFO] params["heads"]=[8, 4]
[2025-02-08 13:27:04,305][INFO] Epoch[16/40], loss:0.6079, CE loss:0.6079
[2025-02-08 13:27:04,305][INFO] Epoch[16/40], train B-acc: 0.5998(0.5425-0.6701), test B-acc: 0.5465(0.5000-0.6094)
[2025-02-08 13:27:04,305][INFO] Epoch[16/40], train AUC: 0.9225(0.8760-0.9565), test AUC: 0.7812(0.6754-0.8805)
[2025-02-08 13:29:14,648][INFO] Epoch[17/40], loss:0.6070, CE loss:0.6070
[2025-02-08 13:29:14,648][INFO] Epoch[17/40], train B-acc: 0.5910(0.5353-0.6559), test B-acc: 0.5312(0.5000-0.5862)
[2025-02-08 13:29:14,648][INFO] Epoch[17/40], train AUC: 0.9280(0.8866-0.9615), test AUC: 0.7949(0.6825-0.8805)
[2025-02-08 13:31:25,062][INFO] Epoch[18/40], loss:0.6062, CE loss:0.6062
[2025-02-08 13:31:25,063][INFO] Epoch[18/40], train B-acc: 0.6274(0.5586-0.6997), test B-acc: 0.5645(0.5143-0.6290)
[2025-02-08 13:31:25,063][INFO] Epoch[18/40], train AUC: 0.9326(0.8918-0.9643), test AUC: 0.7904(0.6783-0.8800)
[2025-02-08 13:33:35,178][INFO] Epoch[19/40], loss:0.6053, CE loss:0.6053
[2025-02-08 13:33:35,178][INFO] Epoch[19/40], train B-acc: 0.6380(0.5717-0.7135), test B-acc: 0.5742(0.5117-0.6485)
[2025-02-08 13:33:35,178][INFO] Epoch[19/40], train AUC: 0.9382(0.9010-0.9660), test AUC: 0.7940(0.6871-0.8873)
[2025-02-08 13:35:45,780][INFO] Epoch[20/40], loss:0.6045, CE loss:0.6045
[2025-02-08 13:35:45,780][INFO] Epoch[20/40], train B-acc: 0.6370(0.5690-0.7083), test B-acc: 0.5737(0.5110-0.6452)
[2025-02-08 13:35:45,780][INFO] Epoch[20/40], train AUC: 0.9390(0.9036-0.9651), test AUC: 0.8005(0.6887-0.8895)
[2025-02-08 13:38:00,956][INFO] Epoch[21/40], loss:0.6040, CE loss:0.6040
[2025-02-08 13:38:00,956][INFO] Epoch[21/40], train B-acc: 0.6374(0.5686-0.7174), test B-acc: 0.5707(0.5055-0.6449)
[2025-02-08 13:38:00,957][INFO] Epoch[21/40], train AUC: 0.9432(0.9096-0.9703), test AUC: 0.8016(0.6898-0.8873)
[2025-02-08 13:40:12,801][INFO] Epoch[22/40], loss:0.6033, CE loss:0.6033
[2025-02-08 13:40:12,802][INFO] Epoch[22/40], train B-acc: 0.6421(0.5735-0.7083), test B-acc: 0.5681(0.5055-0.6418)
[2025-02-08 13:40:12,802][INFO] Epoch[22/40], train AUC: 0.9476(0.9128-0.9721), test AUC: 0.8019(0.7090-0.8836)
[2025-02-08 13:42:24,480][INFO] Epoch[23/40], loss:0.6026, CE loss:0.6026
[2025-02-08 13:42:24,481][INFO] Epoch[23/40], train B-acc: 0.6395(0.5684-0.7100), test B-acc: 0.5682(0.5058-0.6421)
[2025-02-08 13:42:24,481][INFO] Epoch[23/40], train AUC: 0.9508(0.9188-0.9746), test AUC: 0.8050(0.6945-0.8880)
[2025-02-08 13:44:37,656][INFO] Epoch[24/40], loss:0.6019, CE loss:0.6019
[2025-02-08 13:44:37,657][INFO] Epoch[24/40], train B-acc: 0.6640(0.5976-0.7373), test B-acc: 0.5637(0.5015-0.6400)
[2025-02-08 13:44:37,657][INFO] Epoch[24/40], train AUC: 0.9536(0.9216-0.9757), test AUC: 0.8064(0.6938-0.8940)
[2025-02-08 13:46:51,953][INFO] Epoch[25/40], loss:0.6012, CE loss:0.6012
[2025-02-08 13:46:51,953][INFO] Epoch[25/40], train B-acc: 0.6656(0.5987-0.7343), test B-acc: 0.5695(0.5072-0.6422)
[2025-02-08 13:46:51,953][INFO] Epoch[25/40], train AUC: 0.9564(0.9261-0.9789), test AUC: 0.8044(0.6978-0.8868)
[2025-02-08 13:49:02,073][INFO] Epoch[26/40], loss:0.6007, CE loss:0.6007
[2025-02-08 13:49:02,073][INFO] Epoch[26/40], train B-acc: 0.6625(0.5914-0.7398), test B-acc: 0.5708(0.5043-0.6481)
[2025-02-08 13:49:02,073][INFO] Epoch[26/40], train AUC: 0.9587(0.9314-0.9810), test AUC: 0.8105(0.7050-0.8886)
[2025-02-08 13:51:15,766][INFO] Epoch[27/40], loss:0.6002, CE loss:0.6002
[2025-02-08 13:51:15,766][INFO] Epoch[27/40], train B-acc: 0.6717(0.6056-0.7515), test B-acc: 0.5643(0.5014-0.6477)
[2025-02-08 13:51:15,766][INFO] Epoch[27/40], train AUC: 0.9595(0.9322-0.9814), test AUC: 0.8058(0.7019-0.8889)
[2025-02-08 13:53:27,666][INFO] Epoch[28/40], loss:0.5997, CE loss:0.5997
[2025-02-08 13:53:27,666][INFO] Epoch[28/40], train B-acc: 0.7275(0.6458-0.8056), test B-acc: 0.5619(0.4992-0.6356)
[2025-02-08 13:53:27,667][INFO] Epoch[28/40], train AUC: 0.9600(0.9340-0.9814), test AUC: 0.8039(0.7097-0.8931)
[2025-02-08 13:55:48,799][INFO] Epoch[29/40], loss:0.5990, CE loss:0.5990
[2025-02-08 13:55:48,799][INFO] Epoch[29/40], train B-acc: 0.7254(0.6458-0.8005), test B-acc: 0.5627(0.4993-0.6422)
[2025-02-08 13:55:48,799][INFO] Epoch[29/40], train AUC: 0.9621(0.9363-0.9809), test AUC: 0.8068(0.7014-0.8888)
[2025-02-08 13:58:01,610][INFO] Epoch[30/40], loss:0.5986, CE loss:0.5986
[2025-02-08 13:58:01,610][INFO] Epoch[30/40], train B-acc: 0.7983(0.7301-0.8707), test B-acc: 0.5743(0.4994-0.6579)
[2025-02-08 13:58:01,611][INFO] Epoch[30/40], train AUC: 0.9641(0.9393-0.9829), test AUC: 0.8056(0.7136-0.8866)
[2025-02-08 14:00:07,725][INFO] Epoch[31/40], loss:0.5983, CE loss:0.5983
[2025-02-08 14:00:07,725][INFO] Epoch[31/40], train B-acc: 0.7742(0.6900-0.8507), test B-acc: 0.5781(0.5091-0.6662)
[2025-02-08 14:00:07,725][INFO] Epoch[31/40], train AUC: 0.9657(0.9405-0.9834), test AUC: 0.8089(0.7084-0.8908)
[2025-02-08 14:02:19,877][INFO] Epoch[32/40], loss:0.5976, CE loss:0.5976
[2025-02-08 14:02:19,877][INFO] Epoch[32/40], train B-acc: 0.8108(0.7271-0.8805), test B-acc: 0.5843(0.5095-0.6643)
[2025-02-08 14:02:19,878][INFO] Epoch[32/40], train AUC: 0.9674(0.9428-0.9849), test AUC: 0.8047(0.7139-0.8823)
[2025-02-08 14:04:26,536][INFO] Epoch[33/40], loss:0.5971, CE loss:0.5971
[2025-02-08 14:04:26,537][INFO] Epoch[33/40], train B-acc: 0.8084(0.7317-0.8833), test B-acc: 0.6014(0.5200-0.6886)
[2025-02-08 14:04:26,537][INFO] Epoch[33/40], train AUC: 0.9686(0.9446-0.9851), test AUC: 0.8098(0.7149-0.8895)
[2025-02-08 14:06:36,691][INFO] Epoch[34/40], loss:0.5969, CE loss:0.5969
[2025-02-08 14:06:36,691][INFO] Epoch[34/40], train B-acc: 0.8082(0.7285-0.8837), test B-acc: 0.6195(0.5358-0.7058)
[2025-02-08 14:06:36,691][INFO] Epoch[34/40], train AUC: 0.9692(0.9462-0.9863), test AUC: 0.8072(0.7011-0.8886)
[2025-02-08 14:08:49,674][INFO] Epoch[35/40], loss:0.5964, CE loss:0.5964
[2025-02-08 14:08:49,674][INFO] Epoch[35/40], train B-acc: 0.8338(0.7630-0.9033), test B-acc: 0.6292(0.5399-0.7124)
[2025-02-08 14:08:49,675][INFO] Epoch[35/40], train AUC: 0.9705(0.9492-0.9878), test AUC: 0.8038(0.7108-0.8863)
[2025-02-08 14:11:16,097][INFO] Epoch[36/40], loss:0.5959, CE loss:0.5959
[2025-02-08 14:11:16,097][INFO] Epoch[36/40], train B-acc: 0.8285(0.7581-0.9019), test B-acc: 0.6238(0.5392-0.7164)
[2025-02-08 14:11:16,097][INFO] Epoch[36/40], train AUC: 0.9721(0.9503-0.9890), test AUC: 0.8044(0.7095-0.8875)
[2025-02-08 14:13:28,587][INFO] Epoch[37/40], loss:0.5954, CE loss:0.5954
